,index,name,street_address,city,state_abb,state,postal_code,country,address,coord_lat,coord_long,num_reviews,review_score,ranking,tag,visit_length,fee,description
1363,826.0,Golden Pioneer Museum,35930 State Highway 86,Golden,MO,Missouri,65658-8319,United States,"35930 State Highway 86, Golden, MO, 65658-8319, United States",,,20,4.5,1,"Specialty Museums, Museums",,NO,"Something for Everyone! It is a unique collection that will amaze you!
                  



                   Open April 1st through October 31st
                  

                   Tuesday through Saturday, 10:30 AM to 4:30 PM.
                  



                   Admission is free. Bus tours are welcome.
                  



                   The Ozark region is rich with history and has long been the subject of study to historians, geologists, anthropologists, and archeologists. Before the French fur trappers explored the area and European descendants began settling here, the people of the Osage tribe populated much of the land now known as Southern Missouri and Northern Arkansas. Other tribes, traveling through the region, traded with the Osage and left behind clues of their passage. Arrowheads were abundant in the area, and a large collection of over 10,000 hunting implements and artifacts were collected by the Arlis Cogar family who established the Trail of Tears Museum in Huntsville, AR. In 1993, the Prier family of Golden, MO, took over the Trail of Tears Museum Collection and combined it with their collection of Carnival Glass and American pioneer artifacts to create the Golden Missouri Pioneer Museum. The Prier family continues to expand the collection with unique and interesting collections.
                  



                   The Golden Pioneer Museum gives the visitor a unique look into the lives of early Americans, both Native and the settlers who came in the 1800s. The Early American Pattern Glass collection is abundant with rare examples of some of the finest American made pieces from the late 1800s and early 1900s including:
                  



                   * One of the largest collections of Carnival Glass in the Midwest
                  

                   * Stunning examples of Vaseline glassware, Black Amethyst glassware, Custard glass, Flo Blue, rare pieces of Klondike glass (including two Snyder vases), a large collection of toothpick holders, and numerous other types of rare glass
                  

                   * There are many other collections in the museum that include pocket watches, baseball cards, watches, guns, lunch boxes, rose bowls, as well as Civil War battlefield items.
                  



                   In addition to the man-made treasures, the museum has a large collection of rare mineral items such as the following:
                  



                   * Believed to be the world's largest turquoise carving, made in China from a 68 lb. nugget
                  

                   * The largest double-terminated single quartz crystal, weighing 1,250 lbs
                  

                   * A giant quartz crystal cluster, weighing over 4,000 lbs
                  

                   * Rare mineral specimens from around the world"
1364,827.0,Route 66 State Park,97 North Outer Road (Visitor Center & Museum),Eureka,MO,Missouri,63025,United States,"97 North Outer Road (Visitor Center & Museum), Eureka, MO, 63025, United States",,,50,4.5,3,"State Parks, Nature & Parks",,NO,"Travel through history on The Mother Road at Route 66 State Park. Route 66 captured Americans’ imagination and exposed millions of citizens to small towns and different cultures across the country. Sample a slice of that at Route 66 State Park’s visitor center, which has displays showcasing the road. The visitor center is the former Bridgehead Inn, a 1935 roadhouse that sat on the original Route 66. The park’s location, close to metro St. Louis provides visitors with a quick getaway to nature. More than 40 types of birds have been identified in the park and picnic sites are sprinkled throughout the park."
1365,828.0,St. Francois State Park,8920 US Highway 67,Bonne Terre,MO,Missouri,63628-3598,United States,"8920 US Highway 67, Bonne Terre, MO, 63628-3598, United States",,,40,4.5,2,"State Parks, Nature & Parks",,NO,"The forested ridges and cool hollows of St. Francois State Park offer visitors a retreat from everyday life. Three hiking trails, including one that allows equestrian access, wind through the forested hills and glades of the Coonville Creek Wild Area. Easy access to the Big River makes St. Francois State Park ideal for canoeing and floating and the many shaded picnic sites and two covered shelters make the park perfect for family gatherings. Overnight guests can choose from more than 100 campsites, in campgrounds with modern restrooms, hot showers, and laundry facilities."
1366,829.0,St. Joe State Park,2800 Pimville Rd,Park Hills,MO,Missouri,63601-8156,United States,"2800 Pimville Rd, Park Hills, MO, 63601-8156, United States",,,37,4.5,1,"State Parks, Nature & Parks",,NO,"The roar of engines breaks the stillness of the Old Lead Belt at St. Joe State Park, one of two off-road vehicle parks in the state system. The sand flats, hills, and 2,000 acres set aside for off-road vehicle use make the park the premiere off-road vehicle area. The park also features four lakes, with two swimming beaches, an equestrian trail, a hiking and bicycling trail, and picnic sites, as well as two campgrounds capable of accommodating campers with ORV or horse trailers."
1367,830.0,Patty's Vikings Post 129,15800 S Highway 39,Stockton,MO,Missouri,65785-8648,United States,"15800 S Highway 39, Stockton, MO, 65785-8648, United States",,,0,0,1,"Bars & Clubs, Nightlife",,NO,
1368,831.0,Table Rock State Park,5272 State Highway 165,Branson,MO,Missouri,,United States,"5272 State Highway 165, Branson, MO, , United States",,,214,4.5,30,"State Parks, Nature & Parks",,NO,"Located within a short drive of Branson's attractions and entertainment, this lake offers a public marina, boat rentals, para-sailing and rides on a 48-foot catamaran."
1369,832.0,Taum Sauk Mountain State Park,148 Taum Sauk Trl,Middle Brook,MO,Missouri,63656-7638,United States,"148 Taum Sauk Trl, Middle Brook, MO, 63656-7638, United States",,,69,4.0,2,"State Parks, Nature & Parks",,NO,"Located in the rugged and scenic St. Francois Mountains, the park features Taum Sauk Mountain, the highest point in the state at 1,772 feet."
1370,833.0,Thousand Hills State Park,20431 State Hwy. 157,Kirksville,MO,Missouri,63501-7069,United States,"20431 State Hwy. 157, Kirksville, MO, 63501-7069, United States",,,53,4.5,1,"State Parks, Nature & Parks",,NO,"The cool waters of Forest Lake provide the centerpiece for Thousand Hills State Park, whose woody shores and broad savannas recall a time when northern Missouri was far less developed. The lake offers fishing, swimming and boating. The park offers hiking, mountain biking, and abundant opportunities to see wildlife. An interpretive shelter helps visitors understand the petroglyphs left behind by the area’s inhabitants more than 1,500 years ago. The park also offers campsites and cabins for overnight stays."
1371,834.0,Trail of Tears State Park,429 Moccasin Springs,Jackson,MO,Missouri,63755,United States,"429 Moccasin Springs, Jackson, MO, 63755, United States",,,70,4.0,1,"State Parks, Nature & Parks",,NO,
1372,835.0,Van Meter State Park,32146 N Highway 122,Miami,MO,Missouri,65344-2018,United States,"32146 N Highway 122, Miami, MO, 65344-2018, United States",,,11,4.0,1,"State Parks, Nature & Parks",,NO,"Van Meter State Park features remnants of the Missouria Indian village that sat at the Great Bend of the Missouri River, marked on a map by Jacques Marquette and Louis Jolliet in 1673. A hand-dug earthwork -- Old Fort -- and several burial mounds lie within the park’s boundaries. The state’s Indian history is interpreted in displays and exhibits at the park’s Missouri’s American Indian Cultural Center. For outdoor enthusiasts, the park features hiking trails and an 18-acre fishing lake. The boardwalk that leads visitors through the Oumessourit Natural Area takes them over a freshwater marsh and fens, and through bottomland and upland forests. The park’s lofty trees shade picnic sites, picnic shelters and a campground."
1373,836.0,Wakonda State Park,32836 State Park Rd,La Grange,MO,Missouri,63448-2549,United States,"32836 State Park Rd, La Grange, MO, 63448-2549, United States",,,17,4.0,1,Nature & Parks,,NO,"The clear water of Wakonda State Park's six lakes attract thousands of migratory waterfowl each year, making the park a bird lover’s paradise. The lakes also offer anglers a chance to catch largemouth bass, bluegill, crappie and catfish. Two of the lakes have boat ramps, making it even easier to get into the water. A swimming beach provides a great place to cool off, and campsites make the park a perfect place to stay for awhile."
1374,837.0,Wallace State Park,10621 NE Highway 121,Cameron,MO,Missouri,64429-9066,United States,"10621 NE Highway 121, Cameron, MO, 64429-9066, United States",,,38,4.5,1,"State Parks, Nature & Parks",,NO,"Less than an hour from Kansas City, Wallace State Park is an island of serenity. Visitors can fish or swim in the park’s six-acre lake or hike one of four scenic trails with benches along the way for relaxing. Picnic sites that are shaded by trees are scattered throughout and the family-oriented campground includes modern restrooms, hot showers and hot water."
1375,838.0,Washington State Park,13041 State Highway 104,De Soto,MO,Missouri,63020-7000,United States,"13041 State Highway 104, De Soto, MO, 63020-7000, United States",,,40,4.0,1,"State Parks, Nature & Parks",,NO,"Petroglyphs, quaint hiking shelters and incredible Ozark overlooks define the Washington State Park experience. Easy access to the Big River makes the park great for swimming or fishing and the park’s three hiking trails address every type of hike, from easy strolls to power hikes. Buildings constructed by African-American Civilian Conservation Corps stonemasons complement the park and add to its sense of history."
1376,839.0,Watkins Mill State Park,26600 Park Rd N,Lawson,MO,Missouri,64062-8939,United States,"26600 Park Rd N, Lawson, MO, 64062-8939, United States",,,63,4.5,1,"Historic Sites, Sights & Landmarks",,NO,"A 100-acre lake with a paved bicycle path around it, plentiful fishing, a picturesque campground and choice picnic spots make Watkins Mill State Park an ideal place for an afternoon or longer. Located near the Kansas City area, the park has ample fishing opportunities and an abundance of whitetailed deer and wild turkeys to watch. The park is adjacent to the Watkins Woolen Mill State Historic Site, a National Historic Landmark."
1377,840.0,Weston Bend State Park,16600 Hwy. 45 North,Weston,MO,Missouri,64098,United States,"16600 Hwy. 45 North, Weston, MO, 64098, United States",,,71,4.5,3,"State Parks, Nature & Parks",,NO,"Just minutes from the hustle and bustle of Kansas City, Weston Bend State Park offers secluded picnic sites, sweeping views of the Missouri River from an overlook and from trails, and a scenic overlook accessible to persons with disabilities. A three-mile paved loop trail takes hikers and bikers through the woody terrain and the park also features a campground."
1378,841.0,Arrow Rock State Historic Site,39521 Visitor Center Drive.,Arrow Rock,MO,Missouri,65320,United States,"39521 Visitor Center Drive., Arrow Rock, MO, 65320, United States",,,80,4.5,2,"Historic Sites, Sights & Landmarks",,NO,"Stroll through the history of a once-bustling river town that’s now the serene village of Arrow Rock. You’ll walk streets lined with the architecture of the historic “Boone’s Lick Country.” At Arrow Rock State Historic Site, you may wander into the historic Old Tavern, which dates back to 1834 and provides a dining experience in a period setting or see displays of old-time wares at the Huston Store. You can learn about it all through exhibits in the visitor center. The historic site is part of the larger Village of Arrow Rock, which features quaint stores and a bevy of antique shops."
1379,842.0,Battle of Athens State Historic Site,Route. 1,Revere,MO,Missouri,63465,United States,"Route. 1, Revere, MO, 63465, United States",,,8,5.0,1,"State Parks, Nature & Parks",,NO,"Battle of Athens Historic Site is a place of peace and serenity. Its historic buildings, tree-studded landscape, and mile of Des Moines River frontage make the site a perfect place to hike, picnic or camp. But today’s peace belies the site’s history as the place where the most northern battle fought west of the Mississippi occurred, when about 500 Union soldiers repelled nearly four times their number of pro-Southern State Guardsmen. The site includes interpretation and tours of the battlefield as well as a number of historic buildings, including one that was pierced by a cannonball during the battle."
1380,843.0,Battle of Carthage State Historic Site,Chestnut Street,Carthage,MO,Missouri,,United States,"Chestnut Street, Carthage, MO, , United States",,,20,3.5,9,"Historic Sites, Sights & Landmarks",,NO,
1381,844.0,Battle of Lexington State Historic Site,1101 Delaware St,Lexington,MO,Missouri,64067-1383,United States,"1101 Delaware St, Lexington, MO, 64067-1383, United States",,,41,4.0,1,"Battlefields, Sights & Landmarks",,NO,"People called Oliver Anderson’s house “the best arranged dwelling house west of St. Louis.” But it became more famous as the center of a bloody three-day Civil War battle in 1861. Walk through the Anderson House at Battle of Lexington Historic Site and marvel at the bullet holes still in the walls and evidence of the cannon shots. The battlefield is peaceful now, dotted with orchards and gardens, but battle scars remain. A visitor center provides a comprehensive view of the battle that raised Southern spirits that the war was winnable and made Unionists in Missouri think twice about whether they could hold the state. The site is located in the town of Lexington and is one of the closest Civil War sites to Interstate 70."
